"","W1","W2","W3","W4","Count"
"4558","die","rating-agentur","standard","poor's",4
"4559","ein","großer","schritt","in",4
"4560","tschernobyl","vor","25","jahren",4
"4561","der","griechische","finanzminister","evangelos",4
"4562","griechische","finanzminister","evangelos","venizelos",4
"4563","gottschalk","bei","wetten","dass",4
"4564","in","diesem","jahr","unter",4
"4565","sich","schon","in","der",4
"4566","auf","den","höchsten","stand",4
"4567","der","einführung","des","euro",4
"4568","wie","wichtig","es","sei",4
"4569","war","in","den","vergangenen",4
"4570","der","prozess","gegen","den",4
"4571","als","von","analysten","erwartet",4
"4572","es","war","der","erste",4
"4573","0","1","0","1",4
"4574","in","der","dritten","minute",4
"4575","der","deutschen","sporthochschule","köln",4
"4576","in","der","pfarrkirche","st",4
"4577","der","internationalen","raumstation","iss",4
"4578","sagte","er","der","zeitung",4
"4579","in","der","nordamerikanischen","profiliga",4
"4580","am","donnerstag","hatte","die",4
"4581","in","die","hände","von",4
"4582","steuern","zinsen","und","abschreibungen",4
"4583","teilte","das","statistische","bundesamt",4
"4584","er","hoffe","dass","die",4
"4585","eu-gipfelchef","herman","van","rompuy",4
"4586","papst","johannes","paul","ii",4
"4587","der","börse","in","schanghai",4
"4588","hieß","es","zur","begründung",4
"4589","nach","dem","verheerenden","erdbeben",4
"4590","menschen","mit","behinderung","in",4
"4591","2","2","1","0",4
"4592","vor","zinsen","steuern","und",4
"4593","zinsen","steuern","und","abschreibungen",4
"4594","die","rendite","für","die",4
"4595","vor","allem","von","den",4
"4596","eine","woche","nach","dem",4
"4597","an","den","start","gehen",4
"4598","ziel","ist","es","die",4
"4599","einer","regierung","der","nationalen",4
"4600","josé","manuel","barroso","und",4
"4601","in","den","dienst","der",4
"4602","in","den","händen","der",4
"4603","von","110","milliarden","euro",4
"4604","in","der","bild","zeitung",4
"4605","thomas","de","maizière","cdu",4
"4606","der","preis","für","die",4
"4607","es","in","dem","bericht",4
"4608","beim","1","fc","kaiserslautern",4
"4609","sicherheitsrat","der","vereinten","nationen",4
"4610","die","rendite","der","zehnjährigen",4
"4611","rendite","der","zehnjährigen","bundesanleihe",4
"4612","etwa","die","hälfte","der",4
"4613","im","interview","mit","der",4
"4614","hamburgs","bürgermeister","olaf","scholz",4
"4615","was","sich","in","der",4
"4616","im","umgang","mit","der",4
"4617","viel","auf","dem","spiel",4
"4618","der","nachrichtenagentur","dpa","es",4
"4619","sich","nach","wie","vor",4
"4620","teilte","die","polizei","am",4
"4621","die","polizei","am","samstag",4
"4622","den","vergangenen","vier","jahren",4
"4623","mehr","als","von","analysten",4
"4624","der","shanghai","composite","index",4
"4625","der","hsi","in","hongkong",4
"4626","nach","dem","1","1",4
"4627","aber","auch","mit","der",4
"4628","unionsfraktionschef","volker","kauder","cdu",4
"4629","geht","es","für","die",4
"4630","erst","im","vergangenen","jahr",4
"4631","vor","dem","hintergrund","des",4
"4632","in","der","zweiten","runde",4
"4633","auch","in","den","usa",4
"4634","hinzu","kommt","dass","der",4
"4635","in","den","usa","in",4
"4636","wie","vor","einem","jahr",4
"4637","in","einer","terroristischen","vereinigung",4
"4638","noch","einen","vertrag","bis",4
"4639","die","in","diesem","jahr",4
"4640","geht","es","auch","um",4
"4641","des","bundesverbands","deutscher","banken",4
"4642","beteiligung","der","privaten","gläubiger",4
"4643","in","die","top","ten",4
"4644","der","türkischen","gemeinde","in",4
"4645","der","26","jahre","alte",4
"4646","hatte","sich","in","den",4
"4647","unter","anderem","für","die",4
"4648","die","sich","in","den",4
"4649","die","sich","in","diesem",4
"4650","nicht","in","erster","linie",4
"4651","in","den","vergangenen","sechs",4
"4652","könne","keine","rede","sein",4
"4653","es","ist","nicht","nur",4
"4654","hieß","es","bei","der",4
"4655","in","diesem","jahr","ist",4
"4656","am","dienstag","auch","der",4
"4657","nach","wie","vor","eine",4
"4658","in","den","vergangenen","beiden",4
"4659","prozent","weniger","als","im",4
"4660","bei","der","wahl","am",4
"4661","uhr","liveticker","spiegel","online",4
"4662","bei","einem","treffen","mit",4
"4663","die","von","der","eu",4
"4664","0","0","gegen","den",4
"4665","das","bedeutet","dass","der",4
"4666","ganz","anders","als","die",4
"4667","punkten","der","breiter","gefasste",4
"4668","für","die","opfer","der",4
"4669","für","den","deutschen","markt",4
"4670","in","new","york","mit",4
"4671","geh","ich","ins","bett",3
"4672","ich","wünsche","dir","einen",3
"4673","und","ein","gutes","neues",3
"4674","ich","fühl","mich","gerade",3
"4675","nicht","mehr","so","genau",3
"4676","so","und","nicht","anders",3
"4677","und","einen","schönen","start",3
"4678","im","zweifel","für","den",3
"4679","da","ja","auch","nicht",3
"4680","ist","ja","dass","man",3
"4681","gab","es","den","ersten",3
"4682","mir","das","nur","so",3
"4683","20","15","uhr","auf",3
"4684","können","wenn","sie","wollen",3
"4685","wenn","sie","wollen","frau",3
"4686","sie","wollen","frau","merkel",3
"4687","ich","kann","dir","nur",3
"4688","hoffen","wir","das","beste",3
"4689","ich","habe","mich","in",3
"4690","ich","hätte","gern","eine",3
"4691","ich","hoffe","das","beste",3
"4692","bleibt","alles","beim","alten",3
"4693","ja","das","ist","nicht",3
"4694","das","ist","nicht","die",3
"4695","wie","können","wir","helfen",3
"4696","auf","den","kopf","gestellt",3
"4697","freuen","uns","auf","eine",3
"4698","nur","noch","in","der",3
"4699","in","der","lage","den",3
"4700","ich","mir","das","nicht",3
"4701","auf","die","für","den",3
"4702","ist","ja","noch","nicht",3
"4703","ich","mir","jetzt","mal",3
"4704","freuen","uns","auf","eure",3
"4705","mir","auch","schon","gedacht",3
"4706","das","letzte","mal","als",3
"4707","wir","warten","auf","das",3
"4708","die","katze","aus","dem",3
"4709","katze","aus","dem","sack",3
"4710","bei","uns","im","büro",3
"4711","bin","so","stolz","auf",3
"4712","wo","dein","auto","steht",3
"4713","in","der","kategorie","beste",3
"4714","warum","gibt","es","eigentlich",3
"4715","die","welt","geht","unter",3
"4716","du","fehlst","mir","so",3
"4717","nicht","so","der","hit",3
"4718","und","ich","sach","noch",3
"4719","die","finger","von","den",3
"4720","wünsche","euch","eine","schöne",3
"4721","auch","nicht","wenn","ich",3
"4722","kann","ich","aber","nicht",3
"4723","auf","der","zunge","zergehen",3
"4724","hab","noch","nie","so",3
"4725","noch","nie","so","viele",3
"4726","und","dann","gehts","weiter",3
"4727","ich","nur","noch","einen",3
"4728","sich","an","als","hätte",3
"4729","an","als","hätte","jemand",3
"4730","bei","mir","auf","der",3
"4731","was","hast","du","gemacht",3
"4732","du","siehst","aus","wie",3
"4733","war","mehr","als","nur",3
"4734","ich","mich","nicht","so",3
"4735","hab","ich","leider","nicht",3
"4736","gibt","es","hier","nicht",3
"4737","ich","mich","aber","auch",3
"4738","mir","fehlen","die","worte",3
"4739","frage","mich","gerade","ob",3
"4740","nur","einmal","im","jahr",3
"4741","war","bei","mir","auch",3
"4742","und","das","ist","nicht",3
"4743","mit","der","zeit","und",3
"4744","auch","noch","ein","tag",3
"4745","die","arbeit","dann","das",3
"4746","frohe","weihnachten","und","einen",3
"4747","da","schließe","ich","mich",3
"4748","wir","in","der","firma",3
"4749","geht","es","mit","einem",3
"4750","es","mit","einem","neuen",3
"4751","in","hand","mit","der",3
"4752","freue","mich","heute","auf",3
"4753","auf","jeden","fall","so",3
"4754","auf","dem","heimweg","vom",3
"4755","nächste","woche","gibt","es",3
"4756","nur","ein","einziges","mal",3
"4757","kann","man","sich","den",3
"4758","sieht","er","aus","wie",3
"4759","für","die","#ff","empfehlung",3
"4760","nicht","mal","die","hälfte",3
"4761","freue","mich","dass","du",3
"4762","von","der","ersten","sekunde",3
"4763","der","ersten","sekunde","an",3
"4764","kann","ja","nichts","mehr",3
"4765","was","ist","den","das",3
"4766","willkommen","in","meiner","timeline",3
"4767","wünscht","einen","guten","morgen",3
"4768","muss","ich","schon","wieder",3
"4769","dem","weg","nach","münchen",3
"4770","das","ist","es","und",3
"4771","für","die","zahlreichen","glückwünsche",3
"4772","glückwünsche","zu","meinem","geburtstag",3
"4773","wir","würden","uns","freuen",3
"4774","gibt","es","nur","einen",3
"4775","ist","das","auch","so",3
"4776","zu","sein","und","auf",3
"4777","ist","ja","wie","in",3
"4778","mich","grad","fett","genannt",3
"4779","danke","für","das","große",3
"4780","hat","sich","aus","dem",3
"4781","mir","auf","den","sack",3
"4782","klar","ist","ja","auch",3
"4783","ja","das","stimmt","aber",3
"4784","ich","freu","mich","ja",3
"4785","der","apfel","fällt","nicht",3
"4786","apfel","fällt","nicht","weit",3
"4787","fällt","nicht","weit","vom",3
"4788","grünes","licht","für","das",3
"4789","dann","mal","gute","nacht",3
"4790","für","den","tollen","tag",3
"4791","schaffe","es","leider","nicht",3
"4792","ich","frag","mich","wie",3
"4793","das","hier","und","jetzt",3
"4794","mit","dem","social","media",3
"4795","das","erklärt","so","einiges",3
"4796","es","geht","mir","nicht",3
"4797","für","die","empfehlung","wünsche",3
"4798","die","frage","wie","es",3
"4799","nicht","gedacht","dass","wir",3
"4800","das","kann","man","so",3
"4801","auch","nicht","gedacht","dass",3
"4802","mir","fällt","gerade","auf",3
"4803","fällt","gerade","auf","dass",3
"4804","es","ist","nicht","ganz",3
"4805","von","nord","nach","süd",3
"4806","noch","ein","platz","frei",3
"4807","jetzt","schon","auf","den",3
"4808","wieder","zurück","in","den",3
"4809","d","ich","freu","mich",3
"4810","aus","einer","anderen","welt",3
"4811","so","mal","schauen","ob",3
"4812","heute","um","19","uhr",3
"4813","um","19","uhr","im",3
"4814","in","deutschland","und","der",3
"4815","das","ist","doch","schon",3
"4816","in","zeiten","in","denen",3
"4817","schöne","grüße","aus","münchen",3
"4818","wenn","ich","auf","das",3
"4819","tag","an","dem","der",3
"4820","wird","ja","immer","schlimmer",3
"4821","du","mir","nicht","folgst",3
"4822","will","ich","auch","nicht",3
"4823","am","sonntag","auf","dem",3
"4824","auch","wenn","man","es",3
"4825","ich","hoffe","du","hattest",3
"4826","heute","ab","20","uhr",3
"4827","bin","immer","noch","nicht",3
"4828","immer","noch","nicht","fertig",3
"4829","wie","sehr","ich","dich",3
"4830","ist","immer","wieder","schön",3
"4831","die","tür","vor","der",3
"4832","endlich","kann","ich","wieder",3
"4833","das","hat","nix","mit",3
"4834","auf","den","tisch","gelegt",3
"4835","das","ist","immer","ein",3
"4836","ist","immer","ein","guter",3
"4837","immer","ein","guter","anfang",3
"4838","nicht","wusste","was","er",3
"4839","wusste","gar","nicht","das",3
"4840","wir","fahren","mit","dem",3
"4841","auf","der","welt","ist",3
"4842","ein","foto","zu","machen",3
"4843","so","groß","wie","das",3
"4844","ist","keine","gute","idee",3
"4845","ich","werde","dann","mal",3
"4846","vielen","dank","für","euer",3
"4847","wer","ist","noch","wach",3
"4848","bei","interesse","meldet","euch",3
"4849","ist","immer","noch","die",3
"4850","und","vor","allem","warum",3
"4851","wird","zeit","für","ein",3
"4852","da","gibt","es","noch",3
"4853","so","jetzt","habe","ich",3
"4854","was","machst","du","heute",3
"4855","aber","man","kann","die",3
"4856","ich","weiss","nicht","was",3
"4857","nur","noch","5","tage",3
"4858","ist","das","gegenteil","von",3
"4859","habe","in","den","letzten",3
"4860","in","den","letzten","24",3
"4861","gute","nacht","und","schlaf",3
"4862","wenn","man","sich","mal",3
"4863","man","sich","mal","die",3
"4864","hast","du","in","der",3
"4865","hab","ich","irgendwas","verpasst",3
"4866","wusste","ich","gar","nicht",3
"4867","wünsche","einen","guten","morgen",3
"4868","ich","schon","mal","in",3
"4869","wäre","mir","lieber","gewesen",3
"4870","aber","immerhin","besser","als",3
"4871","wäre","es","gut","wenn",3
"4872","auf","dem","programm","stehen",3
"4873","hätte","ich","jetzt","bock",3
"4874","ich","jetzt","bock","auf",3
"4875","zurück","an","die","arbeit",3
"4876","es","ist","zu","früh",3
"4877","aber","danke","für","den",3
"4878","jetzt","weiss","ich","auch",3
"4879","die","piraten","in","berlin",3
"4880","auf","jedem","schiff","das",3
"4881","jedem","schiff","das","dampft",3
"4882","von","18","bis","20",3
"4883","18","bis","20","uhr",3
"4884","lieben","dank","für","#ff",3
"4885","doch","gar","nicht","was",3
"4886","das","gefühl","dass","ich",3
"4887","sie","in","der","öffentlichkeit",3
"4888","ich","wünsch","euch","allen",3
"4889","dann","machen","wir","mal",3
"4890","kann","mir","nicht","helfen",3
"4891","so","als","wären","wir",3
"4892","zu","spät","für","die",3
"4893","ich","mich","gerne","ein",3
"4894","kann","man","mit","der",3
"4895","ab","jetzt","gibt","es",3
"4896","wenn","man","ihn","braucht",3
"4897","morgen","um","diese","zeit",3
"4898","war","ich","schon","lange",3
"4899","nicht","mehr","an","der",3
"4900","habt","ihr","auch","so",3
"4901","wie","man","sich","das",3
"4902","omg","was","für","ein",3
"4903","zu","sein","und","das",3
"4904","ja","auch","nicht","mehr",3
"4905","eurovision","song","contest","in",3
"4906","in","der","kurzen","zeit",3
"4907","wer","a","sagt","muss",3
"4908","a","sagt","muss","auch",3
"4909","sagt","muss","auch","b",3
"4910","gute","zum","geburtstag","lass",3
"4911","das","muss","doch","nicht",3
"4912","oder","habe","ich","was",3
"4913","habe","ich","was","verpasst",3
"4914","auf","jeden","fall","vor",3
"4915","stellt","euch","mal","vor",3
"4916","zeigt","sich","schon","jetzt",3
"4917","und","was","machen","die",3
"4918","guttenbergwochen","bei","twitter","einfach",3
"4919","bei","twitter","einfach","den",3
"4920","twitter","einfach","den","tweet",3
"4921","einfach","den","tweet","eines",3
"4922","den","tweet","eines","freundes",3
"4923","tweet","eines","freundes","kopieren",3
"4924","eines","freundes","kopieren","und",3
"4925","freundes","kopieren","und","als",3
"4926","kopieren","und","als","eigenen",3
"4927","und","als","eigenen","tweet",3
"4928","als","eigenen","tweet","veröffentlichen",3
"4929","eigenen","tweet","veröffentlichen","ohne",3
"4930","tweet","veröffentlichen","ohne","quellenangaben",3
"4931","leute","die","in","der",3
"4932","ich","habe","mir","das",3
"4933","ich","habe","zu","danken",3
"4934","guten","morgen","aktuell","in",3
"4935","morgen","aktuell","in","forchheim",3
"4936","ich","wünsche","allen","eine",3
"4937","wünsche","allen","eine","schöne",3
"4938","dass","ich","heute","nicht",3
"4939","ich","heute","nicht","mehr",3
"4940","nichts","auf","die","reihe",3
"4941","es","gibt","nur","noch",3
"4942","ich","mal","in","die",3
"4943","dass","sie","einen","großen",3
"4944","danke","für","die","tipps",3
"4945","das","ist","wohl","ein",3
"4946","viel","spass","bei","der",3
"4947","ein","gutes","hat","es",3
"4948","gutes","hat","es","ja",3
"4949","kann","ich","leider","auch",3
"4950","wenn","ihr","mich","als",3
"4951","aber","ich","hab","mich",3
"4952","der","countdown","läuft","nur",3
"4953","countdown","läuft","nur","noch",3
"4954","noch","ein","paar","fragen",3
"4955","mir","sicher","dass","es",3
"4956","noch","eine","ganze","weile",3
"4957","es","auch","bei","der",3
"4958","sieht","ja","aus","wie",3
"4959","wie","es","so","schön",3
"4960","es","so","schön","heißt",3
"4961","auf","jeden","fall","gelohnt",3
"4962","für","den","erhalt","der",3
"4963","ich","mir","schon","gedacht",3
"4964","von","wem","hab","ich",3
"4965","19","uhr","geht","es",3
"4966","ja","auch","nicht","immer",3
"4967","den","ganzen","tag","zu",3
"4968","das","weiß","ich","doch",3
"4969","war","doch","nur","ein",3
"4970","um","15","00","uhr",3
"4971","danke","für","den","kaffee",3
"4972","freut","sich","auf","einen",3
"4973","gibt","es","schon","eine",3
"4974","ich","habe","das","jetzt",3
"4975","sehen","wir","uns","dort",3
"4976","gibt","es","jetzt","auch",3
"4977","internet","und","digitale","gesellschaft",3
"4978","beleg","dafür","dass","die",3
"4979","hab","ich","das","falsch",3
"4980","jetzt","bin","ich","auch",3
"4981","freuen","uns","über","viele",3
"4982","die","ganze","zeit","das",3
"4983","lange","nicht","mehr","hier",3
"4984","nicht","mehr","hier","gewesen",3
"4985","ich","mir","auch","noch",3
"4986","hab","mich","schon","gewundert",3
"4987","1","fc","köln","gegen",3
"4988","vielleicht","kannst","du","ja",3
"4989","hab","ganz","vergessen","wie",3
"4990","kann","man","sich","das",3
"4991","und","die","namen","der",3
"4992","so","als","ob","die",3
"4993","das","ganze","jahr","über",3
"4994","wo","finde","ich","denn",3
"4995","du","wieder","da","bist",3
"4996","von","euch","schon","mal",3
"4997","euch","schon","mal","jemand",3
"4998","ist","jetzt","auch","nicht",3
"4999","mit","sich","selbst","beschäftigt",3
"5000","kann","ich","nur","zurück",3
"5001","ich","nur","zurück","geben",3
"5002","hoffen","wir","mal","auf",3
"5003","so","kurz","vor","dem",3
"5004","und","tu","so","als",3
"5005","man","tut","was","man",3
"5006","tut","was","man","kann",3
"5007","würde","ich","auch","nicht",3
"5008","vielleicht","bin","ich","ja",3
"5009","jetzt","bin","ich","mir",3
"5010","ich","mir","ganz","sicher",3
"5011","gab","es","ja","noch",3
"5012","kann","mich","einfach","nicht",3
"5013","schneller","als","man","denkt",3
"5014","nach","langer","zeit","wieder",3
"5015","wie","aus","dem","nichts",3
"5016","da","bin","ich","auch",3
"5017","das","ja","auch","nicht",3
"5018","auch","ein","schönes","wort",3
"5019","ich","freue","mich","für",3
"5020","die","daumen","für","die",3
"5021","auf","dem","weg","und",3
"5022","sieht","sehr","gut","aus",3
"5023","das","ist","in","der",3
"5024","heute","in","der","post",3
"5025","kein","weg","dran","vorbei",3
"5026","worum","es","bei","der",3
"5027","geht","mir","auch","so",3
"5028","hier","gibt","es","keine",3
"5029","uns","auf","euren","besuch",3
"5030","das","ist","wohl","der",3
"5031","jetzt","muss","ich","noch",3
"5032","nicht","wohin","mit","dem",3
"5033","vielen","dank","für","ihren",3
"5034","den","kern","des","problems",3
"5035","sollte","man","auf","jeden",3
"5036","man","auf","jeden","fall",3
"5037","london","und","new","york",3
"5038","gibts","freigetränke","bei","diana",3
"5039","freigetränke","bei","diana","in",3
"5040","und","bringt","eure","bekannte",3
"5041","bringt","eure","bekannte","mit",3
"5042","mit","alle","getränke","sind",3
"5043","und","dann","ab","in",3
"5044","du","bist","nicht","mehr",3
"5045","mir","leid","dass","ich",3
"5046","man","sich","dran","gewöhnen",3
"5047","könnt","ihr","mir","sagen",3
"5048","das","wort","zum","sonntag",3
"5049","zeit","in","der","man",3
"5050","vor","allem","auch","die",3
"5051","aber","nicht","auf","dem",3
"5052","an","und","für","sich",3
"5053","und","wenn","du","denkst",3
"5054","nicht","mehr","kommt","von",3
"5055","mehr","kommt","von","irgendwo",3
"5056","seit","ein","paar","monaten",3
"5057","wie","lange","kann","man",3
"5058","nicht","in","den","himmel",3
"5059","war","aber","auch","nicht",3
"5060","was","da","los","ist",3
"5061","ich","bin","die","die",3
"5062","habt","einen","schönen","tag",3
"5063","und","was","weiß","ich",3
"5064","sehr","schön","mit","euch",3
"5065","was","hab","ich","denn",3
"5066","das","war","ja","mal",3
"5067","es","gibt","so","tage",3
"5068","seit","wann","ist","die",3
"5069","auf","den","neuesten","stand",3
"5070","ein","besuch","lohnt","sich",3
"5071","wir","sind","ja","die",3
"5072","wochenende","geht","zu","ende",3
"5073","hin","und","wieder","ein",3
"5074","wenn","man","an","der",3
"5075","aus","als","ob","ich",3
"5076","hab","heute","nacht","von",3
"5077","manchmal","muss","man","auch",3
"5078","das","nicht","ein","bisschen",3
"5079","sehen","wie","lange","das",3
"5080","wie","lange","das","anhält",3
"5081","viel","spaß","mit","dem",3
"5082","in","den","nächsten","stunden",3
"5083","das","geht","ja","noch",3
"5084","zum","1","mal","in",3
"5085","und","dann","geht's","auch",3
"5086","handelt","sich","um","einen",3
"5087","der","unterschied","zwischen","einem",3
"5088","auch","gar","nicht","sein",3
"5089","verzögert","sich","die","weiterfahrt",3
"5090","wünsche","ich","euch","auch",3
"5091","wünschen","euch","ein","tolles",3
"5092","eigentlich","der","einzige","der",3
"5093","ganz","fest","die","daumen",3
"5094","wo","sind","denn","die",3
"5095","auf","der","arbeit","und",3
"5096","ich","hoffe","ihr","habt",3
"5097","auch","nicht","so","ganz",3
"5098","morgen","liebe","sorgen","seid",3
"5099","liebe","sorgen","seid","ihr",3
"5100","sorgen","seid","ihr","auch",3
"5101","seid","ihr","auch","schon",3
"5102","und","das","ganz","ohne",3
"5103","da","geht","man","mal",3
"5104","voller","elan","in","die",3
"5105","ich","ja","auch","immer",3
"5106","kann","es","ja","nicht",3
"5107","es","ja","nicht","mehr",3
"5108","ja","nicht","mehr","lange",3
"5109","und","ich","finde","die",3
"5110","das","ist","schon","okay",3
"5111","ich","frage","mich","ja",3
"5112","hat","den","vorteil","dass",3
"5113","den","vorteil","dass","man",3
"5114","in","den","zügen","der",3
"5115","noch","nicht","mal","was",3
"5116","nicht","mal","was","das",3
"5117","in","den","apple","store",3
"5118","ich","freu","mich","total",3
"5119","ich","mag","leute","die",3
"5120","ich","mich","auch","gefragt",3
"5121","euch","auf","jeden","fall",3
"5122","auf","jeden","fall","einen",3
"5123","heute","vor","25","jahren",3
"5124","und","ich","kann","mich",3
"5125","wünsche","allen","noch","einen",3
"5126","na","dann","mal","gute",3
"5127","kann","er","sich","ja",3
"5128","in","die","ferne","schweifen",3
"5129","kannst","du","mir","sagen",3
"5130","bin","gespannt","auf","das",3
"5131","ich","noch","ein","bisschen",3
"5132","weiß","es","nicht","genau",3
"5133","muss","ja","auch","nicht",3
"5134","wieder","flott","zu","bekommen",3
"5135","dank","für","die","freundliche",3
"5136","für","die","freundliche","begrüßung",3
"5137","hast","du","gesagt","ich",3
"5138","aber","ich","finde","das",3
"5139","bei","interesse","einfach","melden",3
"5140","das","ist","ein","ganz",3
"5141","das","klingt","für","mich",3
"5142","wenn","das","internet","voll",3
"5143","das","internet","voll","ist",3
"5144","schnell","die","zeit","vergeht",3
"5145","in","der","regel","nichts",3
"5146","ich","hab","dich","nicht",3
"5147","und","was","machen","sie",3
"5148","dank","an","alle","teilnehmer",3
"5149","habe","ich","das","denn",3
"5150","und","da","kann","ich",3
"5151","wie","ich","kotzen","möchte",3
"5152","geht","immer","noch","nicht",3
"5153","finde","es","erstaunlich","wie",3
"5154","ist","da","und","die",3
"5155","ja","das","ist","das",3
"5156","ist","das","problem","der",3
"5157","um","sich","auf","den",3
"5158","nicht","mehr","so","lange",3
"5159","macht","sich","bereit","für",3
"5160","um","21","30","uhr",3
"5161","guter","start","in","den",3
"5162","auf","die","andere","seite",3
"5163","das","weiß","ich","ja",3
"5164","so","gut","dass","ich",3
"5165","ich","die","ganze","nacht",3
"5166","hast","du","dir","doch",3
"5167","nicht","mehr","mit","der",3
"5168","in","letzter","zeit","so",3
"5169","werde","mich","dann","mal",3
"5170","schau","ich","mir","mal",3
"5171","sehen","ob","ich","heute",3
"5172","start","in","die","erste",3
"5173","mal","was","das","ist",3
"5174","auf","die","straße","gehen",3
"5175","es","ist","freitag","ich",3
"5176","sie","mir","auf","twitter",3
"5177","das","mag","ja","sein",3
"5178","hatte","ich","keine","lust",3
"5179","es","war","das","erste",3
"5180","exit","through","the","gift",3
"5181","through","the","gift","shop",3
"5182","ja","schon","fast","wieder",3
"5183","ist","einfach","nur","noch",3
"5184","und","da","ist","er",3
"5185","oh","das","freut","mich",3
"5186","wie","gut","dass","es",3
"5187","bin","leider","nicht","in",3
"5188","hast","du","mich","gerade",3
"5189","du","mich","gerade","fett",3
"5190","mich","gerade","fett","genannt",3
"5191","gibt","es","in","berlin",3
"5192","ich","hoffe","doch","dass",3
"5193","ich","freu","mich","mit",3
"5194","und","nicht","nur","die",3
"5195","seit","ein","paar","stunden",3
"5196","dann","wird","das","wohl",3
"5197","das","ist","wenn","man",3
"5198","zu","tun","dass","ich",3
"5199","besser","ist","als","das",3
"5200","dann","war","da","noch",3
"5201","war","da","noch","der",3
"5202","das","war","es","wohl",3
"5203","wenn","man","es","mit",3
"5204","bin","ich","denn","hier",3
"5205","und","da","kann","man",3
"5206","da","kann","man","auch",3
"5207","dass","ich","das","noch",3
"5208","zum","geburtstag","lass","dich",3
"5209","und","das","was","ich",3
"5210","ist","ja","kein","problem",3
"5211","es","keine","gute","idee",3
"5212","ich","nicht","aber","sie",3
"5213","mach","ich","denn","jetzt",3
"5214","gibt","es","schöneres","als",3
"5215","wenn","man","von","der",3
"5216","wünschen","euch","ein","frohes",3
"5217","euch","ein","frohes","neues",3
"5218","frohes","neues","jahr","und",3
"5219","ich","mir","mal","anschauen",3
"5220","kann","mir","mal","einer",3
"5221","noch","3","stunden","bis",3
"5222","wir","wünschen","ihnen","ein",3
"5223","wünschen","ihnen","ein","schönes",3
"5224","ein","schönes","sonniges","wochenende",3
"5225","ein","schönes","wochenende","mit",3
"5226","ich","nicht","in","den",3
"5227","und","frage","mich","was",3
"5228","in","die","geschichte","eingehen",3
"5229","sommer","ist","wenn","man",3
"5230","war","zum","glück","nicht",3
"5231","ab","und","zu","die",3
"5232","sie","sich","noch","so",3
"5233","ein","herzliches","dankeschön","an",3
"5234","es","ist","mehr","ein",3
"5235","mal","ein","paar","stunden",3
"5236","jemand","aus","meiner","timeline",3
"5237","tage","dann","habe","ich",3
"5238","und","ich","werden","wohl",3
"5239","ich","werden","wohl","keine",3
"5240","ist","es","definitiv","so",3
"5241","ich","jetzt","nur","noch",3
"5242","auf","den","bus","warten",3
"5243","beim","blick","in","die",3
"5244","on","the","road","again",3
"5245","noch","nicht","dazu","gekommen",3
"5246","ist","für","alle","da",3
"5247","man","sich","wenn","man",3
"5248","freue","ich","mich","dass",3
"5249","schon","in","den","startlöchern",3
"5250","ob","sie","wollen","oder",3
"5251","sie","wollen","oder","nicht",3
"5252","mal","wieder","mit","der",3
"5253","ist","mein","erster","tweet",3
"5254","unternehmen","mit","sitz","in",3
"5255","in","new","york","ist",3
"5256","in","die","zukunft","sehen",3
"5257","ich","will","auch","so",3
"5258","freu","mich","schon","aufs",3
"5259","so","tage","an","denen",3
"5260","die","sind","alle","so",3
"5261","lass","dich","nicht","ärgern",3
"5262","freut","sich","über","ein",3
"5263","ich","aus","dem","fenster",3
"5264","war","schön","mit","dir",3
"5265","ein","bis","zwei","tage",3
"5266","aber","auch","noch","nicht",3
"5267","den","ganzen","abend","mit",3
"5268","an","alle","die","mir",3
"5269","die","spaltung","der","gesellschaft",3
"5270","ich","bin","zu","doof",3
"5271","was","ich","machen","soll",3
"5272","an","diesem","wochenende","in",3
"5273","wenn","ihr","wüsstet","was",3
"5274","ja","auch","mal","wieder",3
"5275","auch","mal","wieder","mit",3
"5276","leider","nicht","zur","verfügung",3
"5277","frage","ich","mich","ob",3
"5278","ja","das","ist","ja",3
"5279","auf","dem","gelände","von",3
"5280","dank","für","das","lob",3
"5281","mal","alles","gute","zum",3
"5282","mag","ja","sein","aber",3
"5283","bin","gespannt","auf","den",3
"5284","ich","denke","ich","werde",3
"5285","wie","konnte","ich","nur",3
"5286","so","viele","menschen","die",3
"5287","wo","ist","da","der",3
"5288","wie","zu","hause","fühlen",3
"5289","ja","das","ist","aber",3
"5290","geht","auch","gar","nicht",3
"5291","ein","schlechtes","gewissen","haben",3
"5292","habe","ich","mit","meiner",3
"5293","woher","soll","ich","wissen",3
"5294","wer","von","euch","kennt",3
"5295","seit","wann","hast","du",3
"5296","und","dann","kann","die",3
"5297","ist","denn","schon","wieder",3
"5298","ein","bild","von","einem",3
"5299","in","dem","fall","die",3
"5300","wenn","man","sie","nicht",3
"5301","zu","kommen","und","dann",3
"5302","bin","ich","nun","auch",3
"5303","wünscht","allen","ein","schönes",3
"5304","ich","mich","auf","eine",3
"5305","was","mache","ich","denn",3
"5306","und","täglich","grüßt","das",3
"5307","täglich","grüßt","das","murmeltier",3
"5308","es","ging","um","die",3
"5309","vielen","dank","an","den",3
"5310","morgen","um","7","uhr",3
"5311","habe","mich","gerade","selbst",3
"5312","guten","morgen","wünsch","dir",3
"5313","wünsch","dir","einen","schönen",3
"5314","bei","der","ersten","sitzung",3
